Fecha,Ventas,NumTransacc,NumPedidos,NumClientes,UnidadesVendidas,EsFinDeSemana,Trimestre,SemanaMes,DiaAnio,SemanaAnio,Ventas_Lag1,Ventas_Lag7,Ventas_Media_7d,Ventas_Media_30d,Es_Navidad,Dias_para_Navidad,DiaSemana_sin,DiaSemana_cos,Mes_sin,Mes_cos,Prod_20724,Prod_20725,Prod_21212,Prod_21977,Prod_22086,Prod_22178,Prod_22197,Prod_22492,Prod_22834,Prod_23084,Prod_23203,Prod_23307,Prod_47566,Prod_71459,Prod_84077,Prod_84755,Prod_84879,Prod_85099B,Prod_85123A,Prod_Otros,Prod_Sin_Actividad
2010-12-08,40935.64,2519.0,116.0,99.0,21010.0,0,4,2,342,49,57696.38,51118.57,,,0,17,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2010-12-09,43420.95,2747.0,106.0,90.0,16325.0,0,4,2,343,49,40935.64,40795.79,40935.64,40935.64,0,16,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-10,50741.62,2653.0,76.0,53.0,19558.0,0,4,2,344,49,43420.95,41801.33,42178.295,42178.295,0,15,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-11,0.0,0.0,0.0,0.0,0.0,1,4,2,345,49,50741.62,0.0,45032.736666666664,45032.736666666664,0,14,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-12,16751.7,1383.0,44.0,42.0,8889.0,1,4,2,346,49,0.0,29650.64,33774.5525,33774.5525,0,13,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-13,34693.15,2252.0,70.0,59.0,16461.0,0,4,2,347,50,16751.7,47492.93,30369.982,30369.982,0,12,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010-12-14,40153.95,1972.0,89.0,72.0,19095.0,0,4,2,348,50,34693.15,57696.38,31090.51,31090.51,0,11,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-15,26630.96,1293.0,73.0,66.0,16088.0,0,4,3,349,50,40153.95,40935.64,32385.287142857145,32385.287142857145,0,10,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-16,38464.87,1729.0,121.0,98.0,23668.0,0,4,3,350,50,26630.96,43420.95,30341.761428571426,31665.99625,0,9,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-17,38388.04,3081.0,66.0,51.0,14416.0,0,4,3,351,50,38464.87,50741.62,29633.75,32421.426666666663,0,8,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-18,0.0,0.0,0.0,0.0,0.0,1,4,3,352,50,38388.04,0.0,27868.95285714286,33018.088,0,7,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-19,7034.15,496.0,23.0,17.0,3613.0,1,4,3,353,50,0.0,16751.7,27868.95285714286,30016.443636363638,0,6,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-12-20,21706.32,1658.0,61.0,41.0,11616.0,0,4,3,354,51,7034.15,34693.15,26480.731428571427,28101.2525,1,5,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-21,36287.29,1535.0,54.0,23.0,11551.0,0,4,3,355,51,21706.32,40153.95,24625.47,27609.334615384614,1,4,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-12-22,4394.97,220.0,16.0,13.0,2756.0,0,4,4,356,51,36287.29,26630.96,24073.09,28229.18857142857,1,3,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-12-23,10828.34,937.0,27.0,15.0,5724.0,0,4,4,357,51,4394.97,38464.87,20896.519999999997,26640.240666666665,1,2,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-12-24,0.0,0.0,0.0,0.0,0.0,0,4,4,358,51,10828.34,38388.04,16948.444285714286,25651.996875,1,1,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-25,0.0,0.0,0.0,0.0,0.0,1,4,4,359,51,0.0,0.0,11464.438571428573,24143.055882352943,1,0,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-26,0.0,0.0,0.0,0.0,0.0,1,4,4,360,51,0.0,7034.15,11464.438571428573,22801.775,0,0,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-27,0.0,0.0,0.0,0.0,0.0,0,4,4,361,52,0.0,21706.32,10459.56,21601.68157894737,0,0,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-28,0.0,0.0,0.0,0.0,0.0,0,4,4,362,52,0.0,36287.29,7358.657142857143,20521.5975,0,0,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-29,0.0,0.0,0.0,0.0,0.0,0,4,5,363,52,0.0,4394.97,2174.7585714285715,19544.378571428573,0,0,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-30,0.0,0.0,0.0,0.0,0.0,0,4,5,364,52,0.0,10828.34,1546.9057142857143,18655.997727272726,0,0,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-31,0.0,0.0,0.0,0.0,0.0,0,4,5,365,52,0.0,0.0,0.0,17844.86739130435,0,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-01-01,0.0,0.0,0.0,0.0,0.0,1,1,1,1,52,0.0,0.0,0.0,17101.33125,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-01-02,0.0,0.0,0.0,0.0,0.0,1,1,1,2,52,0.0,0.0,0.0,16417.278000000002,0,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-01-03,0.0,0.0,0.0,0.0,0.0,0,1,1,3,1,0.0,0.0,0.0,15785.844230769231,0,0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-01-04,14296.86,1143.0,36.0,34.0,8373.0,0,1,1,4,1,0.0,0.0,0.0,15201.183333333334,0,0,0.7818314824680298,0.6234898018587336,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-01-05,27094.44,1655.0,55.0,45.0,17077.0,0,1,1,5,1,14296.86,0.0,2042.4085714285716,15168.886071428571,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-01-06,35915.71,1758.0,50.0,45.0,20234.0,0,1,1,6,1,27094.44,0.0,5913.042857142857,15580.112068965518,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-01-07,23587.58,1757.0,53.0,45.0,15377.0,0,1,1,7,1,35915.71,0.0,11043.858571428571,16257.965333333334,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-01-08,0.0,0.0,0.0,0.0,0.0,1,1,2,8,1,23587.58,0.0,14413.512857142856,15679.696666666665,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-01-09,14834.97,1071.0,48.0,48.0,7983.0,1,1,2,9,1,0.0,0.0,14413.512857142856,14232.331666666665,0,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-01-10,22213.3,1942.0,39.0,32.0,12466.0,0,1,2,10,2,14834.97,0.0,16532.794285714284,13035.443333333333,0,0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-01-11,29535.12,1381.0,58.0,47.0,13732.0,0,1,2,11,2,22213.3,14296.86,19706.122857142855,13775.886666666665,0,0,0.7818314824680298,0.6234898018587336,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-01-12,22118.97,1765.0,45.0,42.0,10524.0,0,1,2,12,2,29535.12,27094.44,21883.01714285714,14202.000666666667,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-13,18478.56,1426.0,44.0,41.0,9660.0,0,1,2,13,2,22118.97,35915.71,21172.235714285714,13782.861333333334,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-01-14,38184.77,1476.0,47.0,37.0,18539.0,0,1,2,14,2,18478.56,23587.58,18681.214285714286,13060.348333333333,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-15,0.0,0.0,0.0,0.0,0.0,1,1,3,15,2,38184.77,0.0,20766.527142857143,13445.475333333334,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-01-16,6051.32,603.0,25.0,22.0,3396.0,1,1,3,16,2,0.0,14834.97,20766.527142857143,12163.313,0,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-17,26806.7,2534.0,51.0,45.0,12894.0,0,1,3,17,3,6051.32,22213.3,19511.719999999998,11085.422333333332,0,0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-01-18,16361.15,1408.0,40.0,30.0,8038.0,0,1,3,18,3,26806.7,29535.12,20167.920000000002,11978.979,0,0,0.7818314824680298,0.6234898018587336,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011-01-19,20842.28,1389.0,35.0,33.0,13475.0,0,1,3,19,3,16361.15,22118.97,18285.924285714285,12289.879000000003,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-01-20,19344.05,1465.0,38.0,30.0,9831.0,0,1,3,20,3,20842.28,18478.56,18103.54,12261.077666666668,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-01-21,29959.23,1523.0,38.0,31.0,14501.0,0,1,3,21,3,19344.05,38184.77,18227.181428571428,11696.302999999998,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-01-22,0.0,0.0,0.0,0.0,0.0,1,1,4,22,3,29959.23,0.0,17052.104285714286,12548.445,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-01-23,9892.79,841.0,27.0,27.0,5042.0,1,1,4,23,3,0.0,6051.32,17052.104285714286,12187.500333333333,0,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-01-24,23758.66,1451.0,52.0,42.0,11538.0,0,1,4,24,4,9892.79,26806.7,17600.885714285712,12517.26,0,0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-01-25,26220.19,1571.0,66.0,56.0,15123.0,0,1,4,25,4,23758.66,16361.15,17165.45142857143,13309.215333333332,0,0,0.7818314824680298,0.6234898018587336,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-01-26,17748.27,1236.0,56.0,49.0,9134.0,0,1,4,26,4,26220.19,20842.28,18573.885714285712,14183.221666666666,0,0,0.9749279121818236,-0.22252093395631434,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-01-27,22091.53,1464.0,52.0,50.0,11214.0,0,1,4,27,4,17748.27,19344.05,18131.884285714284,14774.830666666667,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-01-28,17214.3,887.0,40.0,36.0,8575.0,0,1,4,28,4,22091.53,29959.23,18524.38142857143,15511.214999999998,0,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-29,0.0,0.0,0.0,0.0,0.0,1,1,5,29,4,17214.3,0.0,16703.677142857145,16085.025,0,0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-01-30,6360.62,697.0,24.0,22.0,3383.0,1,1,5,30,4,0.0,9892.79,16703.67714285714,16085.025,0,0,-0.7818314824680299,0.6234898018587334,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-01-31,20799.71,1457.0,62.0,50.0,11839.0,0,1,5,31,5,6360.62,23758.66,16199.081428571428,16297.045666666667,0,0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-02-01,27320.08,1511.0,63.0,57.0,15076.0,0,1,1,32,5,20799.71,26220.19,15776.374285714284,16990.369333333332,0,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-02-02,19792.27,1367.0,62.0,54.0,9635.0,0,1,1,33,5,27320.08,17748.27,15933.501428571428,17901.038666666667,0,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-02-03,18542.59,966.0,45.0,43.0,9428.0,0,1,1,34,5,19792.27,22091.53,16225.50142857143,18560.781,0,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011-02-04,21373.170000000002,1186.0,52.0,41.0,9376.0,0,1,1,35,5,18542.59,17214.3,15718.51,18702.305333333334,0,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-02-05,0.0,0.0,0.0,0.0,0.0,1,1,1,36,5,21373.170000000002,0.0,16312.634285714286,18511.59633333333,0,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-02-06,3415.15,273.0,11.0,11.0,1992.0,1,1,1,37,5,0.0,6360.62,16312.634285714286,17314.406,0,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-02-07,16315.69,1216.0,42.0,35.0,7274.0,0,1,1,38,6,3415.15,20799.71,15891.852857142858,16641.991666666665,0,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-02-08,18678.58,1188.0,45.0,37.0,9328.0,0,1,2,39,6,16315.69,27320.08,15251.278571428571,17185.848,0,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-02-09,15355.8,866.0,29.0,22.0,7064.0,0,1,2,40,6,18678.58,19792.27,14016.778571428571,17313.968333333334,0,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-02-10,11783.4,709.0,41.0,39.0,7152.0,0,1,2,41,6,15355.8,18542.59,13382.997142857143,17085.385,0,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-02-11,17874.08,862.0,45.0,34.0,7871.0,0,1,2,42,6,11783.4,21373.170000000002,12417.39857142857,16493.661,0,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-02-12,0.0,0.0,0.0,0.0,0.0,1,1,2,43,6,17874.08,0.0,11917.528571428573,16352.164666666666,0,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-02-13,5448.45,595.0,20.0,20.0,2679.0,1,1,2,44,6,0.0,3415.15,11917.528571428573,15736.212666666666,0,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-02-14,22015.95,1077.0,42.0,36.0,10881.0,0,1,2,45,7,5448.45,16315.69,12208.000000000002,14645.002,0,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2011-02-15,34267.47,1299.0,58.0,47.0,16370.0,0,1,3,46,7,22015.95,18678.58,13022.322857142859,15378.867,0,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-02-16,23114.91,1174.0,63.0,56.0,12296.0,0,1,3,47,7,34267.47,15355.8,15249.307142857144,16319.405333333334,0,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-02-17,24061.34,1693.0,67.0,49.0,13142.0,0,1,3,48,7,23114.91,11783.4,16357.75142857143,16196.345666666666,0,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-02-18,15228.36,806.0,38.0,33.0,8527.0,0,1,3,49,7,24061.34,17874.08,18111.742857142857,16453.018666666667,0,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-02-19,0.0,0.0,0.0,0.0,0.0,1,1,3,50,7,15228.36,0.0,17733.782857142858,16265.888,0,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-02-20,9286.16,822.0,26.0,26.0,4928.0,1,1,3,51,7,0.0,5448.45,17733.782857142858,15621.086333333335,0,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-02-21,30647.6,1354.0,37.0,31.0,17967.0,0,1,3,52,8,9286.16,22015.95,18282.027142857143,14931.983999999999,0,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
